"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.866692499E0,-4.597693682E-3,9.507477283E-3,1.079025269E-1
7.876699883E0,1.387834549E-3,2.324879169E-3,9.593105316E-2
7.886687440E0,9.767532349E-3,1.309877634E-2,1.079025269E-1
7.896667834E0,7.373332977E-3,8.310377598E-3,1.079025269E-1
7.906665454E0,1.216173172E-2,5.916178226E-3,9.952259064E-2
7.916696187E0,1.455593109E-2,1.127779484E-3,7.558059692E-2
7.926676169E0,1.907348633E-4,3.521978855E-3,7.438373566E-2
7.936666179E0,1.907348633E-4,1.070457697E-2,9.593105316E-2
7.946656165E0,-4.597693682E-3,9.507477283E-3,1.210699081E-1
7.956652177E0,3.782033920E-3,4.719078541E-3,1.055078506E-1
7.966692241E0,-1.058319211E-2,5.916178226E-3,8.396053314E-2
7.976677869E0,-5.794793367E-3,1.309877634E-2,9.593105316E-2
7.986671010E0,1.387834549E-3,1.549297571E-2,1.126909256E-1
7.996691677E0,1.387834549E-3,1.070457697E-2,9.473419189E-2
8.006674799E0,-1.006364822E-3,9.507477283E-3,9.473419189E-2
8.016694725E0,6.176233292E-3,5.916178226E-3,9.114265442E-2
8.026680900E0,2.584934235E-3,-1.266419888E-3,7.318592072E-2
8.036667775E0,1.096463203E-2,9.507477283E-3,9.473419189E-2
8.046660790E0,8.570432663E-3,1.309877634E-2,1.246614456E-1
8.056656259E0,8.570432663E-3,-3.660619259E-3,1.138877869E-1
8.066656647E0,1.387834549E-3,-3.660619259E-3,7.917213440E-2
8.076654553E0,8.570432663E-3,1.309877634E-2,9.233951569E-2
8.086661390E0,1.907348633E-4,1.429587603E-2,1.007194519E-1
8.096661328E0,-5.794793367E-3,1.549297571E-2,9.353733063E-2
8.106659374E0,-4.597693682E-3,8.310377598E-3,1.138877869E-1
8.116687378E0,-1.006364822E-3,5.916178226E-3,1.019163132E-1
8.126666284E0,-3.400564194E-3,5.916178226E-3,8.635425568E-2
8.136671948E0,-6.991893053E-3,5.916178226E-3,1.019163132E-1
8.146671549E0,-6.991893053E-3,8.310377598E-3,1.055078506E-1
8.156697273E0,-3.400564194E-3,1.429587603E-2,9.593105316E-2
8.166716558E0,-2.203464508E-3,5.916178226E-3,8.156585693E-2
8.176784278E0,9.767532349E-3,3.521978855E-3,9.593105316E-2
8.186720695E0,1.695013046E-2,1.190167665E-2,9.233951569E-2
8.196689173E0,1.096463203E-2,9.507477283E-3,1.043109894E-1
8.206674220E0,8.570432663E-3,-1.266419888E-3,1.055078506E-1
8.216705185E0,7.373332977E-3,4.719078541E-3,8.994579315E-2
8.226689283E0,1.387834549E-3,7.113277912E-3,9.712791443E-2
8.236672198E0,1.387834549E-3,1.908427477E-2,9.593105316E-2
8.246690444E0,6.176233292E-3,1.549297571E-2,9.593105316E-2
8.256678817E0,1.907348633E-4,1.309877634E-2,8.994579315E-2
8.266667715E0,-9.386092424E-3,4.719078541E-3,9.712791443E-2
8.276657337E0,1.907348633E-4,7.113277912E-3,1.043109894E-1
8.286659686E0,1.907348633E-4,1.127779484E-3,1.138877869E-1
8.296692899E0,7.373332977E-3,1.190167665E-2,9.114265442E-2
8.306685102E0,2.584934235E-3,1.190167665E-2,9.353733063E-2
8.316675396E0,2.584934235E-3,3.521978855E-3,1.007194519E-1
8.326693966E0,3.782033920E-3,8.310377598E-3,1.079025269E-1
8.336705039E0,8.570432663E-3,3.521978855E-3,1.043109894E-1
8.346686249E0,8.570432663E-3,8.310377598E-3,1.079025269E-1
8.356677738E0,1.387834549E-3,1.070457697E-2,9.832572937E-2
8.366707214E0,8.570432663E-3,1.190167665E-2,9.353733063E-2
8.376717317E0,8.570432663E-3,9.507477283E-3,1.079025269E-1
8.386685888E0,6.176233292E-3,1.190167665E-2,1.090993881E-1
8.396668558E0,-5.794793367E-3,9.507477283E-3,1.043109894E-1
8.406668431E0,-3.400564194E-3,1.429587603E-2,8.036899567E-2
8.416665945E0,2.584934235E-3,1.669007540E-2,1.079025269E-1
8.426669144E0,1.387834549E-3,4.719078541E-3,1.186761856E-1
8.436662820E0,-1.006364822E-3,1.127779484E-3,1.055078506E-1
8.446657639E0,4.979133606E-3,5.916178226E-3,1.090993881E-1
8.456659741E0,1.335883141E-2,-6.932020187E-5,9.233951569E-2
8.466666042E0,6.176233292E-3,8.310377598E-3,8.396053314E-2
8.476660058E0,4.979133606E-3,1.309877634E-2,9.114265442E-2
8.486668700E0,7.373332977E-3,8.310377598E-3,1.150846481E-1
8.496665137E0,7.373332977E-3,-3.660619259E-3,9.353733063E-2
8.506656413E0,1.096463203E-2,-3.660619259E-3,8.755111694E-2
8.516666051E0,8.570432663E-3,1.309877634E-2,9.233951569E-2
8.526658928E0,1.907348633E-4,4.719078541E-3,1.126909256E-1
8.536689116E0,-1.006364822E-3,8.310377598E-3,1.114931107E-1
8.546672114E0,-3.400564194E-3,8.310377598E-3,1.043109894E-1
8.556661517E0,-2.203464508E-3,9.507477283E-3,8.874893188E-2
8.566668815E0,3.782033920E-3,1.309877634E-2,8.994579315E-2
8.576670483E0,7.373332977E-3,1.669007540E-2,1.043109894E-1
8.586663394E0,-1.006364822E-3,9.507477283E-3,1.079025269E-1
8.596660907E0,1.387834549E-3,8.310377598E-3,9.593105316E-2
8.606666740E0,1.387834549E-3,-7.251918316E-3,9.353733063E-2
8.616668349E0,-1.006364822E-3,4.719078541E-3,9.952259064E-2
8.626661327E0,1.096463203E-2,1.549297571E-2,1.031141281E-1
8.636660066E0,8.570432663E-3,1.190167665E-2,1.138877869E-1
8.646659762E0,7.373332977E-3,1.549297571E-2,9.114265442E-2
8.656659841E0,2.584934235E-3,4.719078541E-3,9.473419189E-2
8.666658323E0,4.979133606E-3,2.324879169E-3,9.593105316E-2
8.676669391E0,9.767532349E-3,1.788717508E-2,8.755111694E-2
8.686699328E0,3.782033920E-3,8.310377598E-3,1.031141281E-1
8.696678605E0,-6.991893053E-3,5.916178226E-3,1.055078506E-1
8.706664512E0,-5.794793367E-3,1.127779484E-3,1.031141281E-1
8.716662081E0,1.907348633E-4,5.916178226E-3,1.019163132E-1
8.726655539E0,1.907348633E-4,9.507477283E-3,1.102962494E-1
8.736668345E0,-1.006364822E-3,2.324879169E-3,1.067047119E-1
8.746671671E0,9.767532349E-3,4.719078541E-3,9.832572937E-2
8.756702584E0,3.782033920E-3,-6.932020187E-5,9.233951569E-2
8.766684829E0,7.373332977E-3,1.070457697E-2,9.114265442E-2
8.776669317E0,1.335883141E-2,1.070457697E-2,9.832572937E-2
8.786661964E0,4.979133606E-3,5.916178226E-3,1.138877869E-1
8.796656480E0,1.387834549E-3,2.324879169E-3,1.031141281E-1
8.806651834E0,-4.597693682E-3,1.190167665E-2,9.832572937E-2
8.816696838E0,-3.400564194E-3,8.310377598E-3,1.067047119E-1
8.826677494E0,1.907348633E-4,1.429587603E-2,9.952259064E-2
8.836666149E0,1.387834549E-3,1.309877634E-2,9.353733063E-2
8.846654015E0,-2.203464508E-3,1.429587603E-2,1.102962494E-1
8.856658506E0,9.767532349E-3,1.127779484E-3,8.515739441E-2
8.866666117E0,1.387834549E-3,1.070457697E-2,1.114931107E-1
8.876656903E0,7.373332977E-3,7.113277912E-3,1.031141281E-1
8.886657969E0,8.570432663E-3,3.521978855E-3,9.832572937E-2
8.896662579E0,1.216173172E-2,8.310377598E-3,9.473419189E-2
8.906660845E0,8.570432663E-3,9.507477283E-3,1.138877869E-1
8.916657325E0,-8.188992739E-3,-3.660619259E-3,9.593105316E-2
8.926651603E0,2.584934235E-3,1.190167665E-2,9.353733063E-2
8.936658973E0,1.387834549E-3,1.669007540E-2,1.114931107E-1
8.946664446E0,3.782033920E-3,5.916178226E-3,9.353733063E-2
8.956661837E0,-6.991893053E-3,7.113277912E-3,9.353733063E-2
8.966664955E0,-8.188992739E-3,1.127779484E-3,1.055078506E-1
8.976660649E0,-6.991893053E-3,3.521978855E-3,1.138877869E-1
8.986660534E0,4.979133606E-3,7.113277912E-3,8.874893188E-2
8.996652996E0,1.387834549E-3,4.719078541E-3,9.832572937E-2
9.006649612E0,9.767532349E-3,2.324879169E-3,1.031141281E-1
9.016661554E0,7.373332977E-3,1.070457697E-2,9.593105316E-2
9.026684679E0,1.096463203E-2,-6.932020187E-5,1.007194519E-1
9.036663799E0,1.216173172E-2,8.310377598E-3,1.138877869E-1
9.046658686E0,6.176233292E-3,1.190167665E-2,1.031141281E-1
9.056659534E0,2.584934235E-3,7.113277912E-3,1.019163132E-1
9.066656054E0,7.373332977E-3,-2.463519573E-3,1.031141281E-1
9.076661602E0,6.176233292E-3,1.127779484E-3,1.055078506E-1
9.086657338E0,3.782033920E-3,8.310377598E-3,1.079025269E-1
9.096679590E0,2.584934235E-3,8.310377598E-3,1.043109894E-1
9.106694543E0,-2.203464508E-3,1.309877634E-2,1.031141281E-1
9.116680943E0,-2.203464508E-3,8.310377598E-3,9.593105316E-2
9.126684374E0,-2.203464508E-3,8.310377598E-3,9.952259064E-2
9.136682108E0,4.979133606E-3,1.190167665E-2,1.067047119E-1
9.146684898E0,-1.006364822E-3,8.310377598E-3,1.114931107E-1
9.156674082E0,-4.597693682E-3,4.719078541E-3,1.007194519E-1
9.166663693E0,1.907348633E-4,-2.463519573E-3,1.007194519E-1
9.176658095E0,7.373332977E-3,7.113277912E-3,9.712791443E-2
9.186732507E0,-2.203464508E-3,4.719078541E-3,9.832572937E-2
9.196703155E0,1.907348633E-4,1.070457697E-2,1.007194519E-1
9.206681114E0,1.455593109E-2,-6.932020187E-5,9.712791443E-2
9.216670632E0,2.584934235E-3,3.521978855E-3,1.043109894E-1
9.226665737E0,-4.597693682E-3,1.190167665E-2,1.150846481E-1
9.236769463E0,-1.006364822E-3,9.507477283E-3,1.090993881E-1
9.246709057E0,8.570432663E-3,1.127779484E-3,1.031141281E-1
9.256684623E0,6.176233292E-3,4.719078541E-3,1.031141281E-1
9.266714540E0,1.096463203E-2,8.310377598E-3,1.126909256E-1
9.276967480E0,1.096463203E-2,1.070457697E-2,1.019163132E-1
9.286963103E0,-4.597693682E-3,8.310377598E-3,1.019163132E-1
9.296815992E0,1.096463203E-2,1.549297571E-2,9.593105316E-2
9.307242898E0,-3.400564194E-3,2.324879169E-3,8.635425568E-2
9.316937812E0,4.979133606E-3,1.549297571E-2,9.114265442E-2
9.326794019E0,1.387834549E-3,1.549297571E-2,1.186761856E-1
9.336721777E0,2.584934235E-3,4.719078541E-3,1.150846481E-1
9.346685310E0,3.782033920E-3,5.916178226E-3,1.186761856E-1
9.356665730E0,9.767532349E-3,1.190167665E-2,9.952259064E-2
9.366697536E0,9.767532349E-3,4.719078541E-3,1.007194519E-1
9.376672939E0,1.335883141E-2,2.147847414E-2,1.031141281E-1
9.386659352E0,-1.006364822E-3,1.190167665E-2,1.102962494E-1
9.396644886E0,-3.400564194E-3,4.719078541E-3,1.126909256E-1
9.406639287E0,9.767532349E-3,7.113277912E-3,9.114265442E-2
9.416641372E0,2.584934235E-3,5.916178226E-3,9.353733063E-2
9.426637280E0,2.584934235E-3,-1.266419888E-3,8.994579315E-2
9.436644253E0,6.176233292E-3,1.309877634E-2,1.126909256E-1
9.446638951E0,-4.597693682E-3,-6.932020187E-5,1.234645844E-1
