"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.206674220E0,2.729389966E-1,5.542576909E-1,9.892841339E0
8.216705185E0,2.717418969E-1,5.602431893E-1,9.877279282E0
8.226689283E0,2.657563984E-1,5.626373887E-1,9.884461403E0
8.236672198E0,2.657563984E-1,5.746083856E-1,9.883264542E0
8.246690444E0,2.705447972E-1,5.710170865E-1,9.883264542E0
8.256678817E0,2.645592988E-1,5.686228871E-1,9.877279282E0
8.266667715E0,2.549824715E-1,5.602431893E-1,9.884461403E0
8.276657337E0,2.645592988E-1,5.626373887E-1,9.891644478E0
8.286659686E0,2.645592988E-1,5.566518903E-1,9.901221275E0
8.296692899E0,2.717418969E-1,5.674257874E-1,9.878476143E0
8.306685102E0,2.669534981E-1,5.674257874E-1,9.880870819E0
8.316675396E0,2.669534981E-1,5.590460896E-1,9.888052940E0
8.326693966E0,2.681505978E-1,5.638344884E-1,9.895236015E0
8.336705039E0,2.729389966E-1,5.590460896E-1,9.891644478E0
8.346686249E0,2.729389966E-1,5.638344884E-1,9.895236015E0
8.356677738E0,2.657563984E-1,5.662286878E-1,9.885659218E0
8.366707214E0,2.729389966E-1,5.674257874E-1,9.880870819E0
8.376717317E0,2.729389966E-1,5.650315881E-1,9.895236015E0
8.386685888E0,2.705447972E-1,5.674257874E-1,9.896432877E0
8.396668558E0,2.585737705E-1,5.650315881E-1,9.891644478E0
8.406668431E0,2.609679997E-1,5.698199868E-1,9.867702484E0
8.416665945E0,2.669534981E-1,5.722141862E-1,9.895236015E0
8.426669144E0,2.657563984E-1,5.602431893E-1,9.906009674E0
8.436662820E0,2.633621991E-1,5.566518903E-1,9.892841339E0
8.446657639E0,2.693476975E-1,5.614402890E-1,9.896432877E0
8.456659741E0,2.777273953E-1,5.554547906E-1,9.879673004E0
8.466666042E0,2.705447972E-1,5.638344884E-1,9.871294022E0
8.476660058E0,2.693476975E-1,5.686228871E-1,9.878476143E0
8.486668700E0,2.717418969E-1,5.638344884E-1,9.902418137E0
8.496665137E0,2.717418969E-1,5.518634915E-1,9.880870819E0
8.506656413E0,2.753331959E-1,5.518634915E-1,9.874884605E0
8.516666051E0,2.729389966E-1,5.686228871E-1,9.879673004E0
8.526658928E0,2.645592988E-1,5.602431893E-1,9.900024414E0
8.536689116E0,2.633621991E-1,5.638344884E-1,9.898826599E0
8.546672114E0,2.609679997E-1,5.638344884E-1,9.891644478E0
8.556661517E0,2.621650994E-1,5.650315881E-1,9.876082420E0
8.566668815E0,2.681505978E-1,5.686228871E-1,9.877279282E0
8.576670483E0,2.717418969E-1,5.722141862E-1,9.891644478E0
8.586663394E0,2.633621991E-1,5.650315881E-1,9.895236015E0
8.596660907E0,2.657563984E-1,5.638344884E-1,9.883264542E0
8.606666740E0,2.657563984E-1,5.482721925E-1,9.880870819E0
8.616668349E0,2.633621991E-1,5.602431893E-1,9.886856079E0
8.626661327E0,2.753331959E-1,5.710170865E-1,9.890447617E0
8.636660066E0,2.729389966E-1,5.674257874E-1,9.901221275E0
8.646659762E0,2.717418969E-1,5.710170865E-1,9.878476143E0
8.656659841E0,2.669534981E-1,5.602431893E-1,9.882067680E0
8.666658323E0,2.693476975E-1,5.578489900E-1,9.883264542E0
8.676669391E0,2.741360962E-1,5.734112859E-1,9.874884605E0
8.686699328E0,2.681505978E-1,5.638344884E-1,9.890447617E0
8.696678605E0,2.573766708E-1,5.614402890E-1,9.892841339E0
8.706664512E0,2.585737705E-1,5.566518903E-1,9.890447617E0
8.716662081E0,2.645592988E-1,5.614402890E-1,9.889249802E0
8.726655539E0,2.645592988E-1,5.650315881E-1,9.897629738E0
8.736668345E0,2.633621991E-1,5.578489900E-1,9.894038200E0
8.746671671E0,2.741360962E-1,5.602431893E-1,9.885659218E0
8.756702584E0,2.681505978E-1,5.554547906E-1,9.879673004E0
8.766684829E0,2.717418969E-1,5.662286878E-1,9.878476143E0
8.776669317E0,2.777273953E-1,5.662286878E-1,9.885659218E0
8.786661964E0,2.693476975E-1,5.614402890E-1,9.901221275E0
8.796656480E0,2.657563984E-1,5.578489900E-1,9.890447617E0
8.806651834E0,2.597708702E-1,5.674257874E-1,9.885659218E0
8.816696838E0,2.609679997E-1,5.638344884E-1,9.894038200E0
8.826677494E0,2.645592988E-1,5.698199868E-1,9.886856079E0
8.836666149E0,2.657563984E-1,5.686228871E-1,9.880870819E0
8.846654015E0,2.621650994E-1,5.698199868E-1,9.897629738E0
8.856658506E0,2.741360962E-1,5.566518903E-1,9.872490883E0
8.866666117E0,2.657563984E-1,5.662286878E-1,9.898826599E0
8.876656903E0,2.717418969E-1,5.626373887E-1,9.890447617E0
8.886657969E0,2.729389966E-1,5.590460896E-1,9.885659218E0
8.896662579E0,2.765302956E-1,5.638344884E-1,9.882067680E0
8.906660845E0,2.729389966E-1,5.650315881E-1,9.901221275E0
8.916657325E0,2.561795712E-1,5.518634915E-1,9.883264542E0
8.926651603E0,2.669534981E-1,5.674257874E-1,9.880870819E0
8.936658973E0,2.657563984E-1,5.722141862E-1,9.898826599E0
8.946664446E0,2.681505978E-1,5.614402890E-1,9.880870819E0
8.956661837E0,2.573766708E-1,5.626373887E-1,9.880870819E0
8.966664955E0,2.561795712E-1,5.566518903E-1,9.892841339E0
8.976660649E0,2.573766708E-1,5.590460896E-1,9.901221275E0
8.986660534E0,2.693476975E-1,5.626373887E-1,9.876082420E0
8.996652996E0,2.657563984E-1,5.602431893E-1,9.885659218E0
9.006649612E0,2.741360962E-1,5.578489900E-1,9.890447617E0
9.016661554E0,2.717418969E-1,5.662286878E-1,9.883264542E0
9.026684679E0,2.753331959E-1,5.554547906E-1,9.888052940E0
9.036663799E0,2.765302956E-1,5.638344884E-1,9.901221275E0
9.046658686E0,2.705447972E-1,5.674257874E-1,9.890447617E0
9.056659534E0,2.669534981E-1,5.626373887E-1,9.889249802E0
9.066656054E0,2.717418969E-1,5.530605912E-1,9.890447617E0
9.076661602E0,2.705447972E-1,5.566518903E-1,9.892841339E0
9.086657338E0,2.681505978E-1,5.638344884E-1,9.895236015E0
9.096679590E0,2.669534981E-1,5.638344884E-1,9.891644478E0
9.106694543E0,2.621650994E-1,5.686228871E-1,9.890447617E0
9.116680943E0,2.621650994E-1,5.638344884E-1,9.883264542E0
9.126684374E0,2.621650994E-1,5.638344884E-1,9.886856079E0
9.136682108E0,2.693476975E-1,5.674257874E-1,9.894038200E0
9.146684898E0,2.633621991E-1,5.638344884E-1,9.898826599E0
9.156674082E0,2.597708702E-1,5.602431893E-1,9.888052940E0
9.166663693E0,2.645592988E-1,5.530605912E-1,9.888052940E0
9.176658095E0,2.717418969E-1,5.626373887E-1,9.884461403E0
9.186732507E0,2.621650994E-1,5.602431893E-1,9.885659218E0
9.196703155E0,2.645592988E-1,5.662286878E-1,9.888052940E0
9.206681114E0,2.789244950E-1,5.554547906E-1,9.884461403E0
9.216670632E0,2.669534981E-1,5.590460896E-1,9.891644478E0
9.226665737E0,2.597708702E-1,5.674257874E-1,9.902418137E0
9.236769463E0,2.633621991E-1,5.650315881E-1,9.896432877E0
9.246709057E0,2.729389966E-1,5.566518903E-1,9.890447617E0
9.256684623E0,2.705447972E-1,5.602431893E-1,9.890447617E0
9.266714540E0,2.753331959E-1,5.638344884E-1,9.900024414E0
9.276967480E0,2.753331959E-1,5.662286878E-1,9.889249802E0
9.286963103E0,2.597708702E-1,5.638344884E-1,9.889249802E0
9.296815992E0,2.753331959E-1,5.710170865E-1,9.883264542E0
9.307242898E0,2.609679997E-1,5.578489900E-1,9.873687744E0
9.316937812E0,2.693476975E-1,5.710170865E-1,9.878476143E0
9.326794019E0,2.657563984E-1,5.710170865E-1,9.906009674E0
9.336721777E0,2.669534981E-1,5.602431893E-1,9.902418137E0
9.346685310E0,2.681505978E-1,5.614402890E-1,9.906009674E0
9.356665730E0,2.741360962E-1,5.674257874E-1,9.886856079E0
9.366697536E0,2.741360962E-1,5.602431893E-1,9.888052940E0
9.376672939E0,2.777273953E-1,5.770025849E-1,9.890447617E0
9.386659352E0,2.633621991E-1,5.674257874E-1,9.897629738E0
9.396644886E0,2.609679997E-1,5.602431893E-1,9.900024414E0
9.406639287E0,2.741360962E-1,5.626373887E-1,9.878476143E0
9.416641372E0,2.669534981E-1,5.614402890E-1,9.880870819E0
9.426637280E0,2.669534981E-1,5.542576909E-1,9.877279282E0
9.436644253E0,2.705447972E-1,5.686228871E-1,9.900024414E0
9.446638951E0,2.597708702E-1,5.554547906E-1,9.910798073E0
