"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.104666630E1,1.486799240E0,4.088099480E0,1.024478912E1
2.105670976E1,-4.848258495E-1,2.673126221E0,1.142273617E1
2.106672076E1,-1.296460271E0,1.259350061E0,1.298255825E1
2.107671930E1,-2.777273953E-1,5.327098966E-1,1.397256088E1
2.108671314E1,1.686715126E0,9.397241473E-1,1.482010841E1
2.109667703E1,2.201468468E0,1.456871748E0,1.588672543E1
2.110673491E1,2.311601639E0,2.618059635E0,1.448492050E1
2.111667657E1,2.351106167E0,3.119644880E0,1.260068321E1
2.112671764E1,1.842338204E0,3.100491285E0,1.136767006E1
2.113672737E1,1.012747288E0,2.834734917E0,1.116655636E1
2.114666972E1,4.979939461E-1,2.721010208E0,1.115578270E1
2.115667168E1,3.914519846E-1,2.914940596E0,1.117493629E1
2.116672649E1,3.663128614E-1,2.795230389E0,1.022683239E1
2.117674141E1,4.991910458E-1,2.067393064E0,1.043393135E1
2.118666580E1,1.413776159E0,1.972822189E0,1.379898167E1
2.119671653E1,2.189497471E0,2.329558372E0,1.570356941E1
2.120671461E1,2.406172752E0,2.104503393E0,1.550245571E1
2.121673141E1,2.275688648E0,1.483207941E0,1.558266163E1
2.122666995E1,1.440112352E0,1.125274777E0,1.475666237E1
2.123673872E1,-1.496376097E-1,9.313444495E-1,1.375229454E1
2.124672095E1,-1.902193308E0,5.841852427E-1,1.258631802E1
2.125675664E1,-1.735796213E0,-1.233013868E-1,1.198657036E1
2.126666260E1,1.810016513E0,-8.128314614E-1,1.172560310E1
2.127666268E1,4.083311081E0,-1.119289279E0,1.343027401E1
2.128665995E1,5.457582951E0,-3.543418646E-1,1.573229980E1
2.129672572E1,4.730942726E0,1.089361757E-1,1.681806946E1
2.130666561E1,3.711012602E0,-6.787561774E-1,1.698805809E1
2.131671734E1,4.183867455E0,-1.835155606E0,1.730409241E1
2.132671530E1,4.718971729E0,-2.012326479E0,1.621233749E1
2.133667014E1,5.453991413E0,-2.572569609E0,1.495657825E1
2.134666710E1,7.386112213E0,-3.475183725E0,1.531929970E1
2.135666580E1,8.397662163E0,-3.280056238E0,1.583165836E1
2.136674530E1,7.990648270E0,-3.209427357E0,1.579335117E1
2.137676553E1,6.517016888E0,-3.465606928E0,1.513015747E1
2.138667791E1,5.579687119E0,-3.390189648E0,1.392587376E1
2.139666245E1,5.261258125E0,-2.649184227E0,1.192312431E1
2.140667187E1,5.448006153E0,-2.158372879E0,1.039682102E1
2.141669345E1,5.754463673E0,-2.027888775E0,9.430760384E0
2.142678707E1,4.458003521E0,-2.470816135E0,9.168595314E0
2.143666464E1,4.164713860E0,-2.618059635E0,9.408015251E0
2.144703280E1,5.366602898E0,-2.037465572E0,9.424775124E0
2.145672976E1,8.100781441E0,-1.110909581E0,1.035971069E1
2.146666822E1,1.051413631E1,-4.920084476E-1,1.166215611E1
2.147671257E1,1.101572227E1,-7.026981711E-1,1.235048962E1
2.148671576E1,1.020648193E1,-1.508347034E0,1.194946098E1
2.149671210E1,9.179368973E0,-1.952471495E0,1.095706367E1
2.150675695E1,8.103176117E0,-1.508347034E0,9.864110947E0
2.151672049E1,7.829039574E0,-9.265560508E-1,9.205705643E0
2.152670818E1,7.949946880E0,-1.077390790E0,8.941145897E0
2.153671307E1,7.787140846E0,-1.453280449E0,7.908048153E0
2.154671180E1,7.480683327E0,-1.233013868E0,7.113173485E0
2.155666230E1,6.837840080E0,-6.416460276E-1,5.437232018E0
2.156668464E1,6.015431881E0,-4.393360019E-1,3.113659382E0
2.157671372E1,6.226121426E0,-2.358288616E-1,1.561019540E0
2.158669391E1,7.617152691E0,1.221042871E-1,1.916558504E0
2.159667276E1,9.880870819E0,2.513911724E-1,3.851073503E0
2.160666607E1,1.328542519E1,8.212111592E-1,7.289146900E0
2.161673914E1,1.534204483E1,1.201889277E0,1.192791271E1
2.162667311E1,1.507509136E1,4.297592044E-1,1.404678154E1
2.163668664E1,1.336682796E1,-9.361328483E-1,1.332373238E1
2.164666664E1,1.237443161E1,-1.468842745E0,1.098459721E1
2.165666664E1,1.235647488E1,-8.056488633E-1,7.915230751E0
2.166667199E1,1.188122559E1,5.267243832E-2,5.297171116E0
2.167671980E1,1.085890198E1,8.607155085E-1,3.562572241E0
2.168671941E1,9.388861656E0,1.316810966E0,2.639607430E0
2.169669584E1,7.258022308E0,1.523909330E0,3.290830135E0
2.170675076E1,7.258022308E0,1.523909330E0,3.290830135E0
2.171667864E1,6.836642742E0,1.630451322E0,4.577713490E0
2.172668084E1,6.320692539E0,1.440112352E0,5.364208698E0
2.173669795E1,5.746084213E0,1.142034173E0,5.288791656E0
2.174678503E1,6.394912720E0,3.167528868E0,2.612074137E0
2.175666772E1,7.012616634E0,4.058171749E0,5.147533417E-1
2.176674810E1,8.373720169E0,5.457582951E0,-1.244984865E0
2.177670884E1,1.015261269E1,5.943605900E0,-1.746570110E0
2.178672391E1,9.783905029E0,4.238934040E0,-2.448071241E0
2.179666849E1,8.592789650E0,2.877830505E0,-2.859874010E0
2.180666307E1,8.271966934E0,2.476801634E0,-1.741781712E0
2.181674114E1,6.283582211E0,1.504755735E0,7.996633649E-1
2.182666899E1,4.501099110E0,1.015141487E0,2.500743628E0
2.183666864E1,4.282029629E0,3.184288144E-1,2.770091295E0
2.184665764E1,3.728969097E0,-3.315969408E-1,2.588132143E0
2.185671818E1,2.136825085E0,4.537012279E-1,1.249773264E0
2.186673949E1,2.317587137E0,2.691082716E0,-7.625532150E-1
2.187674072E1,3.512293816E0,4.280832767E0,-1.971625090E0
2.188675353E1,3.994725466E0,4.265270233E0,-3.738545895E0
2.189671984E1,5.216965675E0,4.323928356E0,-4.577713490E0
2.190668876E1,6.015431881E0,3.459621429E0,-3.788824081E0
2.191668960E1,4.920084476E0,1.690306425E0,-2.783259392E0
2.192666991E1,4.744110584E0,8.367735147E-1,-1.456871748E0
2.193669776E1,5.416881561E0,4.896142483E-1,2.549824715E-1
2.194676030E1,5.534197330E0,1.819593310E-1,1.405396342E0
2.195666249E1,5.026626587E0,2.418143749E-1,4.644751251E-1
2.196674060E1,5.255272865E0,1.217451572E0,-3.651157618E-1
2.197671587E1,6.573280811E0,2.319981337E0,5.506663769E-2
2.198674495E1,7.171831131E0,2.390610456E0,5.578489900E-1
2.199673991E1,6.493074894E0,2.041056871E0,1.520318091E-1
2.200667364E1,5.930437565E0,2.097320795E0,-2.585737705E-1
2.201668368E1,5.431246758E0,2.535459518E0,-5.674257874E-1
2.202668307E1,4.617218018E0,3.123236179E0,-2.117671490E0
2.203667560E1,4.207809448E0,2.835932016E0,-3.819948912E0
2.204666495E1,4.951209068E0,2.618059635E0,-3.148375273E0
2.205672080E1,4.692635536E0,2.814383984E0,-4.979939461E-1
2.206669272E1,3.707421303E0,2.614468336E0,5.422866940E-1
2.207667168E1,4.110844135E0,3.214215755E0,5.458779931E-1
2.208668234E1,4.709394932E0,3.914519787E0,4.752490520E-1
2.209667514E1,5.037400246E0,4.109647274E0,-1.197100850E-3
2.210668591E1,5.097255230E0,4.271255970E0,2.094926536E-1
2.211676537E1,4.882974148E0,4.206612587E0,2.262520641E-1
2.212671591E1,4.377797604E0,3.950432777E0,-3.926490843E-1
2.213666441E1,4.200626850E0,3.791218281E0,-1.262941360E0
2.214666980E1,4.819528103E0,4.236539841E0,-1.490390539E0
2.215674199E1,6.105214119E0,4.836287498E0,-1.893813491E0
2.216666457E1,6.525396824E0,4.771644115E0,-2.367865562E0
2.217667018E1,5.170278549E0,4.222174644E0,-2.379836559E0
2.218673676E1,4.851849556E0,4.288015366E0,-1.996764183E0
2.219678164E1,5.212177277E0,4.394556999E0,-8.259995580E-1
2.220664922E1,5.747281075E0,4.701014996E0,-3.100491166E-1
2.221666126E1,5.808333397E0,5.049371243E0,-5.841852427E-1
2.222667818E1,5.548562527E0,4.927267075E0,-3.627215624E-1
2.223665380E1,4.350264549E0,4.727351189E0,-3.256114423E-1
2.224664595E1,3.587711334E0,4.920084476E0,-9.085995555E-1
2.225664995E1,4.042609692E0,5.037400246E0,-9.564836025E-1
2.226675741E1,3.854664803E0,4.848258495E0,-1.183932781E0
2.227664664E1,3.232172251E0,4.739322186E0,-1.872265697E0
2.228668007E1,3.217807055E0,5.023035049E0,-2.718616009E0
2.229667730E1,3.110068083E0,5.412093163E0,-3.679888010E0
2.230670053E1,3.883395195E0,5.817910194E0,-4.683058739E0
2.231672260E1,4.707000732E0,6.029797077E0,-5.202600479E0
2.232665410E1,5.200206280E0,6.209362030E0,-4.826710701E0
2.233672299E1,5.159504890E0,6.495469093E0,-3.956418276E0
2.234664814E1,4.414907932E0,6.661866188E0,-3.952826977E0
2.235665272E1,4.441244125E0,6.416460514E0,-4.853046894E0
2.236666699E1,5.425261021E0,6.127959251E0,-5.115211964E0
2.237665430E1,6.916848660E0,5.998672485E0,-4.244919777E0
2.238668026E1,8.115146637E0,5.762843609E0,-2.276885748E0
2.239665768E1,5.510255337E0,3.359065056E0,-1.795651317E-1
2.240666180E1,3.732560396E0,3.119644880E0,-3.327940404E-1
2.241673784E1,2.285265446E0,3.956418276E0,-1.426944256E0
2.242671553E1,2.718616009E0,5.237316132E0,-2.986766577E0
2.243674014E1,4.627991676E0,6.041768074E0,-3.871424198E0
2.244666537E1,6.313509941E0,6.258443356E0,-4.332307816E0
2.245666453E1,7.829039574E0,6.111199856E0,-4.765658379E0
2.246666987E1,9.548076630E0,5.697002888E0,-4.406527996E0
2.247667634E1,1.058476543E1,5.339069843E0,-3.092111588E0
2.248668749E1,1.142393303E1,4.614823818E0,-1.089361787E0
2.249666849E1,1.023640919E1,3.305195332E0,5.039794445E-1
2.250667041E1,5.498284340E0,1.854309201E0,9.193734527E-1
2.251673637E1,3.914519846E-1,1.249773264E0,-3.651157618E-1
2.252672680E1,-4.441244006E-1,2.606088638E0,-2.317587137E0
2.253671622E1,1.149216816E-1,3.761290789E0,-2.498349428E0
2.254671845E1,8.726865053E-1,4.574122429E0,-1.869871497E0
2.255668691E1,4.703409195E0,5.066130638E0,-2.109291792E0
2.256672560E1,7.624335289E0,5.173870087E0,-1.947683096E0
2.257666045E1,7.120356083E0,4.860229492E0,-1.241393566E0
2.258674137E1,6.014234543E0,5.242104530E0,-1.039083481E0
2.259666614E1,6.022614479E0,6.239289761E0,-5.207388401E-1
2.260667841E1,6.348225594E0,6.183025837E0,-5.147533417E-1
2.261672860E1,7.164648533E0,5.321113110E0,-9.971849918E-1
2.262670353E1,7.876923561E0,3.560178041E0,-8.511387110E-1
2.263673557E1,6.403292656E0,1.399410844E0,-7.912836671E-1
2.264665568E1,4.563348293E0,7.433996201E-1,-1.574187636E0
2.265671268E1,4.199429989E0,2.627636433E0,-2.299630642E0
2.266672880E1,4.322731018E0,4.856637955E0,-2.924517393E0
2.267682810E1,5.281609058E0,6.502651691E0,-2.991554976E0
2.268667060E1,6.982689381E0,7.062894821E0,-2.966415882E0
2.269666099E1,8.171410561E0,5.967547894E0,-3.535038710E0
2.270671737E1,5.809530258E0,4.222174644E0,-3.536235809E0
2.271673045E1,8.858546019E-1,4.090493679E0,-3.657143116E0
2.272672810E1,1.460463047E0,5.572504520E0,-3.829525709E0
2.273673237E1,2.359485865E0,7.090428352E0,-3.676296711E0
2.274666510E1,6.991068721E-1,6.227318764E0,-2.777273893E0
2.275667987E1,-2.829946518E0,4.505887508E0,-2.275688648E0
2.276672530E1,-5.352237701E0,3.957615376E0,-2.408566952E0
2.277666103E1,-7.766790390E0,4.815936565E0,-2.148796082E0
2.278666303E1,-7.970297337E0,5.928043365E0,-1.194706678E0
2.279671722E1,-5.475539207E0,6.523002625E0,-2.011129409E-1
2.280666414E1,-1.328781962E0,7.225700855E0,1.010353088E0
2.281666691E1,3.681085110E0,9.550470352E0,1.052251697E0
2.282674380E1,9.081207275E0,1.198178196E1,1.031900883E0
2.283667310E1,1.191115379E1,1.122880554E1,7.194576263E-1
2.284670049E1,8.669404030E0,8.669404030E0,9.181763530E-1
2.285666995E1,2.377442360E0,6.108805656E0,1.449689150E0
2.286674003E1,-4.606443882E0,3.665522814E0,1.340752959E0
2.287666953E1,-1.180341434E1,1.956062794E0,1.315613866E0
2.288672641E1,-1.525106525E1,1.954865694E0,6.344634295E-2
2.289665868E1,-1.366251183E1,3.724180698E0,-1.686715126E0
2.290672172E1,-9.821015358E0,6.512228489E0,-2.470816135E0
2.291673418E1,-4.679467201E0,1.031781197E1,-2.477998734E0
2.292667860E1,1.039083481E0,1.355237865E1,-1.971625090E0
2.293672822E1,3.793612480E0,1.283890629E1,-3.160346150E-1
2.294672168E1,3.934870481E0,1.008318043E1,8.343793154E-1
2.295667907E1,2.638410330E0,7.960720539E0,1.142034173E0
2.296672660E1,-8.319851160E-1,4.620809078E0,8.379705995E-2
2.297671741E1,-2.958036184E0,3.234566450E0,-1.016338587E0
2.298672872E1,-2.856282711E0,4.284423828E0,-1.498770237E0
2.299671641E1,-1.912967205E0,6.080075264E0,-8.978256583E-1
2.300671660E1,-3.830722570E-1,7.220912457E0,1.472434103E-1
2.301688880E1,9.900023937E-1,7.951143742E0,3.926490843E-1
2.302671295E1,-8.762778044E-1,8.274360657E0,1.180341482E0
2.303668622E1,-3.466804028E0,7.468712330E0,3.356670856E0
2.304676410E1,-1.174355984E0,6.509834290E0,3.582922935E0
2.305669645E1,7.924807668E-1,6.730101109E0,2.919728994E0
2.306672660E1,2.881421804E0,7.892486095E0,1.646013618E0
2.307666668E1,4.339490414E0,8.997409821E0,4.716577232E-1
2.308675230E1,4.751293182E0,1.016218948E1,-1.158793569E0
2.309666253E1,3.529053211E0,1.102170753E1,-2.377442360E0
2.310666941E1,1.467645645E0,1.112226391E1,-2.530671120E0
2.311669256E1,-1.413776159E0,1.042315674E1,-3.572149038E0
2.312672710E1,-5.110423565E0,8.365341187E0,-4.709394932E0
2.313666968E1,-3.884592295E0,6.727706909E0,-3.125630379E0
2.314671676E1,-1.400607973E-1,5.796362400E0,-5.626373887E-1
2.315668541E1,2.129642487E0,4.827907562E0,1.866280198E0
2.316667230E1,5.371391296E0,4.814739704E0,3.681085110E0
2.317666064E1,7.918822289E0,7.688978672E0,3.016694069E0
2.318668314E1,7.184999466E0,1.155441761E1,1.183932781E0
2.319666745E1,5.858611584E0,1.445020390E1,-4.405331016E-1
2.320862526E1,2.276885748E0,1.622909546E1,-2.780865192E0
2.321668283E1,-6.727706790E-1,1.718198776E1,-4.790797710E0
2.322666641E1,-8.738836050E-1,1.816121674E1,-6.849811077E0
2.323669756E1,6.871358752E-1,1.786792755E1,-7.371747017E0
2.324665530E1,3.861847401E0,1.606868553E1,-6.756437302E0
2.325666872E1,7.320271492E0,1.363856983E1,-3.958812475E0
2.326666376E1,9.673771858E0,1.214219379E1,-1.499967337E0
2.327671764E1,1.074278259E1,1.300530338E1,-6.799532771E-1
2.328668364E1,8.877699852E0,1.563054562E1,-1.121683478E0
2.329666837E1,4.885368347E0,1.881004524E1,-3.416525841E0
2.330666922E1,2.717418969E-1,2.023339844E1,-5.577292919E0
2.331666103E1,-1.522712231E0,1.953548813E1,-6.142324448E0
2.332671818E1,4.788403399E-3,1.913326263E1,-6.558915615E0
2.333666930E1,3.766079187E0,1.849999619E1,-5.176264286E0
2.334666153E1,1.035731697E1,1.827972984E1,-2.153584480E0
2.335670906E1,1.234570122E1,1.745253372E1,-7.852981687E-1
2.336675299E1,5.941211700E0,1.518881512E1,3.363853395E-1
2.337680056E1,4.893748283E0,1.499009705E1,-2.801215947E-1
2.338666472E1,2.250549555E0,1.451125622E1,-2.017114878E0
2.339671491E1,-4.273650050E-1,1.349611473E1,-3.120841980E0
2.340674353E1,-8.870517015E-1,1.343386555E1,-4.173093796E0
2.341668010E1,-2.920926213E-1,1.309269238E1,-4.835090160E0
2.342666395E1,1.795651317E-1,1.352484512E1,-5.458779812E0
2.343673903E1,-3.423708379E-1,1.403959846E1,-5.743690014E0
2.344667806E1,5.255272985E-1,1.317050362E1,-5.491101742E0
2.345672633E1,2.317587137E0,1.285925770E1,-5.046977043E0
2.346672214E1,3.873818398E0,1.295143414E1,-3.524264812E0
2.347667106E1,4.553771496E0,1.273236465E1,-2.312798738E0
2.348673376E1,3.863044500E0,1.274672985E1,-1.470039845E0
2.349667991E1,1.871068597E0,1.344344234E1,-1.006761789E0
2.350668780E1,7.517793179E-1,1.264258194E1,-7.697358727E-1
2.351670014E1,1.187524080E0,1.178066921E1,-1.935712099E0
2.352664395E1,1.486799240E0,1.121444035E1,-3.032256365E0
2.353670160E1,3.422511339E0,1.106959152E1,-3.643975019E0
2.354668726E1,4.396951199E0,1.113662910E1,-4.600458622E0
2.355669845E1,2.549824715E0,1.136886692E1,-4.349067211E0
2.356666676E1,1.649604917E0,1.187524033E1,-2.682703018E0
2.357665030E1,1.094150186E0,1.312501335E1,-2.573766708E0
2.358665395E1,-5.219359994E-1,1.420360184E1,-2.817975283E0
2.359666960E1,-2.492363930E0,1.460582733E1,-3.816357613E0
2.360666945E1,-1.619677424E0,1.366969490E1,-6.751648903E0
2.361700372E1,-1.619677424E0,1.366969490E1,-6.751648903E0
2.362666995E1,-4.644751251E-1,1.338358784E1,-6.713341713E0
2.363667953E1,-6.584054828E-1,1.338598156E1,-5.374982834E0
2.364667210E1,1.544260085E-1,1.373194408E1,-3.749319792E0
2.365667376E1,2.142810583E0,1.367687702E1,-2.223016262E0
2.366780872E1,3.064578056E0,1.556470490E1,-1.580173075E-1
2.367666837E1,3.064578056E0,1.556470490E1,-1.580173075E-1
2.368667826E1,1.321599364E0,1.668040276E1,-3.220201433E-1
2.369664695E1,1.501164436E0,1.705988503E1,-2.136825085E0
2.370665880E1,1.212663174E0,1.656069374E1,-4.765658379E0
2.371911568E1,1.133654475E0,1.550365353E1,-6.089652061E0
2.373676245E1,-8.619125932E-2,1.351167774E1,-5.202600479E0
2.374665387E1,8.020575345E-2,1.335365963E1,-3.938461781E0
2.375666180E1,1.331176162E0,1.376187134E1,-3.201047659E0
2.376665587E1,2.367865562E0,1.359906578E1,-3.483563423E0
2.377665657E1,3.029862165E0,1.352245140E1,-4.367023945E0
2.378665556E1,2.960430384E0,1.357632065E1,-4.917690277E0
2.379664645E1,1.969230890E0,1.353921032E1,-5.226542473E0
2.380665349E1,9.792284966E-1,1.326866627E1,-5.943605900E0
2.381665980E1,7.170634270E-1,1.270004272E1,-7.151480675E0
2.382665691E1,3.483563364E-1,1.247857952E1,-8.118738174E0
2.383671206E1,8.858546615E-2,1.246900272E1,-7.614758492E0
2.384665045E1,-1.963245422E-1,1.252287197E1,-6.800729752E0
2.385666810E1,-2.011129409E-1,1.255399704E1,-6.590040207E0
2.386670791E1,6.823474914E-2,1.214937687E1,-6.142324448E0
2.387665637E1,1.053448766E-1,1.196143150E1,-6.339846134E0
2.388667456E1,-1.927332431E-1,1.231936455E1,-6.897695065E0
2.389666880E1,-6.344634295E-1,1.256716442E1,-6.791152954E0
2.390665606E1,-2.047042400E-1,1.240316200E1,-6.509834290E0
2.391789606E1,5.434837937E-1,1.208952141E1,-5.942408562E0
2.392667203E1,1.199495077E0,1.188362026E1,-5.535394192E0
2.393684233E1,1.367089152E0,1.168250751E1,-5.315127850E0
2.394664933E1,1.028309584E0,1.162265205E1,-6.335057735E0
2.395666026E1,3.758896589E-1,1.124197388E1,-7.131129742E0
2.396679445E1,5.985504016E-3,1.019570827E1,-6.970718384E0
2.397669464E1,-5.147533417E-1,8.983044624E0,-6.126761913E0
2.398665945E1,-1.501164436E0,8.182184219E0,-4.963180065E0
2.399665449E1,-2.158372879E0,7.594407558E0,-3.782838583E0
2.400666003E1,-2.327163935E0,7.009025574E0,-2.999934673E0
2.401669926E1,-2.430114746E-1,6.378153324E0,-3.093308687E0
2.402666399E1,1.092953086E0,6.800729752E0,-3.066972494E0
2.403667272E1,2.100912094E0,7.797914982E0,-3.466804028E0
2.404666933E1,1.934514999E0,8.018181801E0,-3.843890905E0
2.405665368E1,8.894459605E-1,7.095216751E0,-3.869029999E0
2.406669560E1,-4.153940082E-1,5.594052315E0,-4.127603531E0
2.407666560E1,-1.802833915E0,4.201824188E0,-4.337096214E0
2.408670687E1,-2.632424831E0,2.993949175E0,-3.902548790E0
2.409666199E1,-1.692700624E0,2.098517895E0,-3.793612480E0
2.410666637E1,-4.776432514E-1,1.974019289E0,-2.971204281E0
2.411669526E1,1.546654344E0,2.262520552E0,-3.295618534E0
2.412666656E1,4.849455357E0,3.526659012E0,-4.602852821E0
2.413666360E1,5.189432144E0,4.598064423E0,-4.180276394E0
2.414665433E1,1.388636947E0,4.231751442E0,-3.695450306E0
2.415665441E1,-3.044227362E0,3.295618534E0,-4.845864296E0
2.416707195E1,-5.858611584E0,2.268506050E0,-6.329071999E0
2.417665791E1,-6.783970356E0,1.122880578E0,-7.547720909E0
2.418667360E1,-5.273229122E0,5.949591398E-1,-9.331400871E0
2.419664472E1,-3.246537447E0,1.441309452E0,-8.391676903E0
2.420665887E1,-2.959233284E0,2.008735180E0,-6.654683590E0
2.421674872E1,-4.655525208E0,1.546654344E0,-6.895300865E0
2.422664664E1,-7.059303761E0,8.236053586E-1,-8.298302650E0
2.423666406E1,-7.556100368E0,3.507505357E-1,-9.716867447E0
2.424664506E1,-6.967126846E0,-3.435679376E-1,-1.025316906E1
2.425664822E1,-5.651513100E0,-1.176750183E0,-1.070088482E1
2.426668522E1,-4.317942619E0,-1.051054597E0,-1.044231033E1
2.427664603E1,-4.064157486E0,-2.190694511E-1,-1.041238308E1
2.428665941E1,-4.083311081E0,3.172317147E-1,-1.042195988E1
2.429664426E1,-3.994725466E0,6.619967818E-1,-1.043153667E1
2.430668210E1,-3.896563292E0,1.182735682E0,-1.113782597E1
2.431666472E1,-3.684676409E0,1.710657120E0,-1.192910957E1
2.432665453E1,-3.464409828E0,2.047042370E0,-1.215655899E1
2.433666914E1,-3.616441727E0,3.076549172E-1,-1.350688934E1
2.434666360E1,-4.116829872E0,-9.780313969E-1,-1.222479343E1
2.435665349E1,-3.948038578E0,-1.892616391E0,-1.134133339E1
2.436666041E1,-2.551021814E0,-2.955641985E0,-1.068532181E1
2.437665106E1,-1.687912226E0,-3.610456228E0,-9.835380554E0
2.438665980E1,-8.726865053E-1,-3.851073503E0,-1.027351952E1
2.439664599E1,4.345476031E-1,-3.066972494E0,-1.059075165E1
2.440664699E1,2.717418969E-1,-1.857900500E0,-1.094389629E1
2.441664487E1,-9.181763530E-1,-1.176750183E0,-1.096903515E1
2.442664549E1,-2.012326479E0,-8.918401599E-1,-1.098340034E1
2.443666291E1,-2.887407303E0,-9.421183467E-1,-1.139161205E1
2.444664837E1,-3.671508312E0,-1.307234168E0,-1.155441761E1
2.445664753E1,-4.284423828E0,-1.533486247E0,-1.115338898E1
2.446667576E1,-4.686649799E0,-1.904587507E0,-1.066497135E1
2.447665160E1,-4.768052578E0,-3.202244759E0,-9.549273491E0
2.448665949E1,-4.783615112E0,-4.417302132E0,-7.729680061E0
2.449664641E1,-5.033809185E0,-4.860229492E0,-6.511031628E0
2.450664745E1,-4.149151325E0,-4.462791920E0,-6.451176643E0
2.451665156E1,-3.207033157E0,-3.191470861E0,-5.125985622E0
2.452668526E1,-3.259705544E0,-2.462436438E0,-3.318363667E0
2.453670399E1,-3.308786631E0,-2.189497471E0,-1.521515131E0
2.454664576E1,-2.859874010E0,-1.808819413E0,-1.774103403E0
2.455664783E1,-2.425326347E0,-1.568202138E0,-1.278503656E0
2.456664891E1,-1.362300754E0,-1.407790542E0,-4.716577232E-1
2.457664372E1,4.309563041E-1,-7.122750282E-1,-6.392518282E-1
2.458665353E1,7.924807668E-1,-2.023100406E-1,-9.062053561E-1
2.459665187E1,4.896142483E-1,-1.022324085E0,5.015852451E-1
2.460665203E1,-3.998316824E-1,-7.433996201E-1,2.106897593E0
2.461664530E1,-2.187103271E0,7.350199223E-1,1.932120800E0
2.462664687E1,-4.139574528E0,1.106121182E0,2.659958124E0
2.463665176E1,-4.185064793E0,1.274912357E0,2.248155355E0
2.464666549E1,-4.554968834E0,2.088941097E0,-2.597708702E-1
2.465664764E1,-4.261679173E0,1.606509328E0,7.601590157E-1
2.466664376E1,-1.274912357E0,1.918952703E0,-7.613561153E-1
2.467667553E1,-2.214636564E0,1.401805043E0,1.328781992E-1
2.468668472E1,-3.672705412E0,3.854664862E-1,1.620874524E0
2.469667503E1,-5.021838188E0,-1.436520964E-1,1.368286252E0
2.470667891E1,-7.127538681E0,-9.014169574E-1,7.793126702E-1
2.471667483E1,-8.972270966E0,-2.003946781E0,-1.795651205E-2
2.472667680E1,-9.746794701E0,-2.171540976E0,-8.092401624E-1
2.473667368E1,-9.791088104E0,-1.515529633E0,-1.513135433E0
2.474667695E1,-9.069235802E0,-7.505822182E-1,-1.462857246E0
2.475664356E1,-8.467094421E0,-3.220201433E-1,-1.097741485E0
2.476667645E1,-7.712920666E0,-6.967126727E-1,-8.810662031E-1
2.477667880E1,-5.485116005E0,-1.015141487E0,-2.944868207E-1
2.478669249E1,-4.146757126E0,-6.883329749E-1,3.890577853E-1
2.479667580E1,-4.024652958E0,-2.801215947E-1,3.591302549E-3
2.480668649E1,-4.944026470E0,-2.370259613E-1,-3.315969408E-1
2.481664022E1,-6.725312710E0,-4.752490520E-1,-7.469909191E-1
2.482667449E1,-7.896077156E0,-1.261744261E0,-9.660604000E-1
2.483668106E1,-8.886079788E0,-1.801636815E0,-1.438915253E0
2.484667302E1,-9.744400978E0,-2.047042370E0,-2.117671490E0
2.485667722E1,-9.746794701E0,-2.488772631E0,-2.341529369E0
2.486663930E1,-9.803058624E0,-2.679111719E0,-2.340332270E0
2.487667752E1,-1.004726696E1,-2.543839216E0,-2.212242365E0
2.488668983E1,-1.019570827E1,-2.357091665E0,-2.315192938E0
2.489667699E1,-9.813833237E0,-2.584540844E0,-2.709039211E0
2.490664572E1,-8.488641739E0,-2.703053713E0,-2.919728994E0
2.491667752E1,-7.414842606E0,-2.335543871E0,-2.806004286E0
2.492667637E1,-6.714538574E0,-2.145204782E0,-2.916137695E0
2.493669287E1,-6.019022942E0,-2.353500366E0,-1.915361404E0
2.494667710E1,-5.795165062E0,-1.960851192E0,-1.291671872E0
2.495664656E1,-5.489904404E0,-1.290474772E0,-1.218648672E0
2.496664014E1,-5.024232388E0,-1.187524080E0,-8.331822157E-1
2.497664345E1,-5.323507309E0,-1.616086125E0,-1.350329757E0
2.498665633E1,-6.262034416E0,-2.183511972E0,-2.388216257E0
2.499664141E1,-6.115988255E0,-1.437718153E0,-2.760514498E0
2.500664987E1,-5.910087109E0,-7.134721279E-1,-2.630030632E0
2.501664345E1,-5.625176907E0,-3.303998411E-1,-2.378639460E0
2.502667945E1,-5.572504520E0,-4.429273009E-1,-2.902969599E0
2.503669214E1,-5.495890141E0,-8.128314614E-1,-3.375824451E0
2.504667687E1,-5.855020046E0,-1.401805043E0,-3.354276657E0
2.505664637E1,-6.027402878E0,-1.865083098E0,-3.160346270E0
2.506664991E1,-5.855020046E0,-1.873462796E0,-3.286041737E0
2.507664895E1,-6.194996834E0,-1.972822189E0,-3.410540342E0
2.508667106E1,-6.648698330E0,-2.847903013E0,-3.371036053E0
2.509667656E1,-6.181828976E0,-3.683479309E0,-4.028244495E0
2.510664637E1,-4.847061157E0,-3.469198227E0,-3.897760391E0
2.511668049E1,-4.935647011E0,-3.720589399E0,-2.264914751E0
2.512664849E1,-5.486313343E0,-4.127603531E0,-9.744400978E-1
2.513665276E1,-5.455188751E0,-4.454412460E0,2.430114746E-1
2.514667876E1,-4.813542366E0,-5.220556736E0,1.301248670E0
2.515664902E1,-4.080916882E0,-5.949591160E0,1.559822440E0
2.516668033E1,-4.589684486E0,-6.683413982E0,9.720458984E-1
